iter	Logloss
768	0.1122439254
769	0.1119717605
770	0.1117986337
771	0.1115946827
772	0.1114582275
773	0.11130591
774	0.1110507123
775	0.1108292302
776	0.1106390787
777	0.1105631742
778	0.1104213341
779	0.1102142512
780	0.1100258874
781	0.1098271541
782	0.1096376038
783	0.1094216019
784	0.1092184683
785	0.1090458764
786	0.10881395
787	0.1085901088
788	0.108446953
789	0.1082518778
790	0.1080555001
791	0.1079035323
792	0.1077686856
793	0.1075947915
794	0.1074365639
795	0.107278694
796	0.107106251
797	0.1069094097
798	0.106804997
799	0.1065427076
800	0.1063626814
801	0.106195127
802	0.1059961423
803	0.105809929
804	0.1055864251
805	0.1053149863
806	0.1051578108
807	0.1050410225
808	0.1047900897
809	0.1045639391
810	0.1044616013
811	0.1042536232
812	0.1041112717
813	0.103989968
814	0.1038526876
815	0.1037180518
816	0.1035426125
817	0.1034453821
818	0.1033047022
819	0.1031542016
820	0.1029078341
821	0.1028105644
822	0.1025862331
823	0.1023485132
824	0.1020991307
825	0.101965849
826	0.1018051197
827	0.1015824711
828	0.101431901
829	0.1012448055
830	0.1010153731
831	0.1007850214
832	0.1005878991
833	0.1004499599
834	0.1002879946
835	0.1000805488
836	0.0998948029
837	0.09972430287
838	0.09949754288
839	0.099365532
840	0.09919315495
841	0.09902146455
842	0.09885319177
843	0.09872192391
844	0.0984594634
845	0.09829314159
846	0.09813971782
847	0.09795672623
848	0.0977904792
849	0.09760516878
850	0.09738559682
851	0.09720081314
852	0.09698046171
853	0.09683046809
854	0.09671309515
855	0.09650398236
856	0.09630628521
857	0.09616805296
858	0.0960091039
859	0.09580597167
860	0.09570908367
861	0.0955007701
862	0.09527804435
863	0.0950653547
864	0.09493845437
865	0.0948279077
866	0.09471726996
867	0.09454193602
868	0.09438695098
869	0.09424294431
870	0.0940668738
871	0.09394491808
872	0.09377785327
873	0.09354666651
874	0.09339230355
875	0.09318472457
876	0.09300286833
877	0.09286593757
878	0.09273854649
879	0.09257523462
880	0.09240292745
881	0.09218216289
882	0.09202054121
883	0.09185413032
884	0.09170055291
885	0.09159893042
886	0.09141077486
887	0.09118031225
888	0.0910380061
889	0.09086788279
890	0.09069487091
891	0.09051964073
892	0.09037616127
893	0.09021778539
894	0.09002374931
895	0.08990207207
896	0.08978601864
897	0.08961143552
898	0.08951015713
899	0.08936016648
900	0.08923296055
901	0.0891100525
902	0.08895194808
903	0.08879688552
904	0.08871132063
905	0.08853873034
906	0.08837109187
907	0.08819324067
908	0.0880587523
909	0.08789546655
910	0.08774340733
911	0.08762296455
912	0.08744663805
913	0.08728733976
914	0.08720841407
915	0.08708055833
916	0.0869025896
917	0.08676346354
918	0.08658049468
919	0.08638513469
920	0.08623106955
921	0.08607675909
922	0.08591457222
923	0.08580843596
924	0.08567633752
925	0.08560189727
926	0.08539929363
927	0.08526847243
928	0.08510640546
929	0.08490475184
930	0.08476708217
931	0.08459860447
932	0.08445239118
933	0.08428376792
934	0.08415161752
935	0.08400711762
936	0.08387601612
937	0.08372500995
938	0.08362527363
939	0.08347267214
940	0.0833322941
941	0.08319580296
942	0.08307237346
943	0.08292106441
944	0.08283720874
945	0.08270706636
946	0.08253010075
947	0.08241106667
948	0.08227988821
949	0.08209244094
950	0.08196145974
951	0.08181308363
952	0.0817065222
953	0.08156469108
954	0.0814474201
955	0.08129427078
956	0.08119057533
957	0.08108175336
958	0.08098283393
959	0.08081060211
960	0.08069075975
961	0.08057174908
962	0.08047832621
963	0.08030836065
964	0.08022472217
965	0.08008029088
966	0.07992793313
967	0.07982762755
968	0.07974309155
969	0.07962260879
970	0.07942904893
971	0.07931263762
972	0.07919218943
973	0.07909542814
974	0.07895216114
975	0.0788605205
976	0.07875161711
977	0.07859740246
978	0.07844647
979	0.07836701209
980	0.0782122274
981	0.07807160211
982	0.07794183472
983	0.07775508942
984	0.0776528412
985	0.07750788072
986	0.07742615741
987	0.07732761981
988	0.07719410759
989	0.07702968609
990	0.07686119762
991	0.07672582541
992	0.07663363494
993	0.07648853025
994	0.07635269962
995	0.07626719165
996	0.07614253122
997	0.07607282322
998	0.07594187055
999	0.07583772238
